label,value,slug,optionType
All India Institute of Medical Sciences Rishikesh,all india institute of medical sciences rishikesh,all-india-institute-of-medical-sciences-rishikesh,institute
Jawaharlal Nehru Technological University, Kakinada,jawaharlal nehru technological university, kakinada,jawaharlal-nehru-technological-university-kakinada,institute
Swami Vivekanand Subharti University,swami vivekanand subharti university,swami-vivekanand-subharti-university,institute
Indian Veterinary Research Institute,indian veterinary research institute,indian-veterinary-research-institute,institute
International Institute for Population Sciences,international institute for population sciences,international-institute-for-population-sciences,institute
All India Institute of Medical Sciences Jodhpur,all india institute of medical sciences jodhpur,all-india-institute-of-medical-sciences-jodhpur,institute
Alagappa University,alagappa university,alagappa-university,institute
Graphic Era University,graphic era university,graphic-era-university,institute
PES University,pes university,pes-university,institute
All India Institute of Medical Sciences Bhopal,all india institute of medical sciences bhopal,all-india-institute-of-medical-sciences-bhopal,institute
Pandit Deendayal Petroleum University,pandit deendayal petroleum university,pandit-deendayal-petroleum-university,institute
Swami Ramanand Teerth Marathwada University,swami ramanand teerth marathwada university,swami-ramanand-teerth-marathwada-university,institute
National Institute of Technology, Jamshedpur,national institute of technology, jamshedpur,national-institute-of-technology-jamshedpur,institute
Shivaji University,shivaji university,shivaji-university,institute
National Institute of Educational Planning and Administration,national institute of educational planning and administration,national-institute-of-educational-planning-and-administration,institute
Ahmedabad University,ahmedabad university,ahmedabad-university,institute
Periyar University,periyar university,periyar-university,institute
BML Munjal University,bml munjal university,bml-munjal-university,institute
Mohanlal Sukhadia University,mohanlal sukhadia university,mohanlal-sukhadia-university,institute
Rajiv Gandhi Institute of Petroleum Technology,rajiv gandhi institute of petroleum technology,rajiv-gandhi-institute-of-petroleum-technology,institute
All India Institute of Medical Sciences Patna,all india institute of medical sciences patna,all-india-institute-of-medical-sciences-patna,institute
Indian Institute of Science Education and Research, Thiruvananthapuram,indian institute of science education and research, thiruvananthapuram,indian-institute-of-science-education-and-research-thiruvananthapuram,institute
Kalasalingam University,kalasalingam university,kalasalingam-university,institute
NALSAR University of Law,nalsar university of law,nalsar-university-of-law,institute
Gujarat National Law University,gujarat national law university,gujarat-national-law-university,institute
Dr. N.T.R. University of Health Sciences,dr. n.t.r. university of health sciences,dr-ntr-university-of-health-sciences,institute
Indian Institute of Science Education and Research, Mohali,indian institute of science education and research, mohali,indian-institute-of-science-education-and-research-mohali,institute
Indira Gandhi Krishi Vishwavidyalaya,indira gandhi krishi vishwavidyalaya,indira-gandhi-krishi-vishwavidyalaya,institute
Hindustan Institute of Technology and Science,hindustan institute of technology and science,hindustan-institute-of-technology-and-science,institute
Punjabi University Patiala,punjabi university patiala,punjabi-university-patiala,institute
M.J.P. Rohilkhand University,m.j.p. rohilkhand university,mjp-rohilkhand-university,institute
Indian Institute of Engineering Science and Technology, Shibpur,indian institute of engineering science and technology, shibpur,indian-institute-of-engineering-science-and-technology-shibpur,institute
Banasthali Vidyapith,banasthali vidyapith,banasthali-vidyapith,institute
Dr. Vishwanath Karad MIT World Peace University,dr. vishwanath karad mit world peace university,dr-vishwanath-karad-mit-world-peace-university,institute
The West Bengal National University of Juridical Sciences,the west bengal national university of juridical sciences,the-west-bengal-national-university-of-juridical-sciences,institute
National Institute of Technology, Durgapur,national institute of technology, durgapur,national-institute-of-technology-durgapur,institute
Sikkim Manipal University,sikkim manipal university,sikkim-manipal-university,institute
Rajiv Gandhi University of Health Sciences,rajiv gandhi university of health sciences,rajiv-gandhi-university-of-health-sciences,institute
Hemwati Nandan Bahuguna Garhwal University,hemwati nandan bahuguna garhwal university,hemwati-nandan-bahuguna-garhwal-university,institute
Alliance University,alliance university,alliance-university,institute
Vel Tech Rangarajan Dr. Sagunthala R&D Institute of Science and Technology,vel tech rangarajan dr. sagunthala r&d institute of science and technology,vel-tech-rangarajan-dr-sagunthala-rd-institute-of-science-and-technology,institute
Gandhigram Rural University,gandhigram rural university,gandhigram-rural-university,institute
Bharati Vidyapeeth Deemed University,bharati vidyapeeth deemed university,bharati-vidyapeeth-deemed-university,institute
Rajasthan University of Health Sciences,rajasthan university of health sciences,rajasthan-university-of-health-sciences,institute
All India Institute of Medical Sciences Bhubaneswar,all india institute of medical sciences bhubaneswar,all-india-institute-of-medical-sciences-bhubaneswar,institute
Sant Gadge Baba Amravati University,sant gadge baba amravati university,sant-gadge-baba-amravati-university,institute
Guru Jambheshwar University of Science and Technology,guru jambheshwar university of science and technology,guru-jambheshwar-university-of-science-and-technology,institute
Assam University,assam university,assam-university,institute
Acharya Nagarjuna University,acharya nagarjuna university,acharya-nagarjuna-university,institute
Kannur University,kannur university,kannur-university,institute
Dr. Shakuntala Misra Rehabilitation University,dr. shakuntala misra rehabilitation university,dr-shakuntala-misra-rehabilitation-university,institute
National Institute of Technology, Hamirpur,national institute of technology, hamirpur,national-institute-of-technology-hamirpur,institute
King Georges Medical University,king georges medical university,king-georges-medical-university,institute
Babasaheb Bhimrao Ambedkar University,babasaheb bhimrao ambedkar university,babasaheb-bhimrao-ambedkar-university,institute
Pt. Bhagwat Dayal Sharma University of Health Sciences,pt. bhagwat dayal sharma university of health sciences,pt-bhagwat-dayal-sharma-university-of-health-sciences,institute
University of Jammu,university of jammu,university-of-jammu,institute
South Asian University,south asian university,south-asian-university,institute
Parul University,parul university,parul-university,institute
Central University of Rajasthan,central university of rajasthan,central-university-of-rajasthan,institute
REVA University,reva university,reva-university,institute
Rani Durgavati Vishwavidyalaya,rani durgavati vishwavidyalaya,rani-durgavati-vishwavidyalaya,institute
TERI School of Advanced Studies,teri school of advanced studies,teri-school-of-advanced-studies,institute
Flame University,flame university,flame-university,institute
Jaypee University of Information Technology,jaypee university of information technology,jaypee-university-of-information-technology,institute
Baba Ghulam Shah Badhshah University,baba ghulam shah badhshah university,baba-ghulam-shah-badhshah-university,institute
